transaction_id,customer_id,transaction_amount,payment_method,failure_type,customer_segment,previous_failures,customer_lifetime_value,days_since_last_purchase,retry_count,account_age_days,website_visits_last_30_days,cart_additions_last_30_days,recovery_probability,recovered,recovered_revenue,recovery_method,severity_score
TXN104092,CUST16208,4018.33,credit_card,authentication_failed,at_risk,5,2847.87,87,1,1343,7,1,0.215,0,0.0,customer_outreach,79
TXN104093,CUST12486,536.33,credit_card,expired_card,regular,1,2666.63,25,0,1484,7,0,0.62,0,0.0,alternative_payment,55
TXN104094,CUST13890,1332.44,credit_card,expired_card,regular,0,1656.75,27,3,1252,3,2,0.485,1,1332.44,alternative_payment,62
TXN104095,CUST17099,1418.23,debit_card,gateway_error,premium,1,4487.39,281,2,1697,2,5,0.865,1,1418.23,smart_retry,68
TXN104096,CUST15642,2328.13,upi,insufficient_funds,at_risk,1,8471.97,90,3,1544,5,0,0.17,0,0.0,customer_outreach,67
TXN104097,CUST11229,1124.57,credit_card,insufficient_funds,regular,0,3929.65,145,3,1505,3,0,0.325,1,1124.57,payment_plan,62
TXN104098,CUST17643,3239.26,wallet,authentication_failed,regular,0,31265.89,315,2,1096,5,1,0.47,0,0.0,customer_outreach,58
TXN104099,CUST18613,1336.39,upi,gateway_error,regular,0,2991.18,145,4,1197,2,2,0.62,1,1336.39,smart_retry,66
TXN104100,CUST19795,2494.03,debit_card,card_declined,premium,1,4837.53,55,4,1317,4,0,0.435,0,0.0,customer_outreach,76
TXN104101,CUST15582,871.15,net_banking,gateway_error,regular,1,10904.25,340,3,456,5,1,0.645,1,871.15,smart_retry,67
TXN104102,CUST15990,799.94,upi,authentication_failed,regular,1,8790.73,75,1,948,3,1,0.445,0,0.0,customer_outreach,59
TXN104103,CUST11415,767.23,net_banking,insufficient_funds,regular,3,24690.33,69,2,859,5,1,0.315,0,0.0,customer_outreach,73
TXN104104,CUST10424,575.19,upi,gateway_error,new,1,52192.37,244,0,1388,4,0,0.755,1,575.19,smart_retry,55
TXN104105,CUST10701,2374.31,credit_card,expired_card,new,0,8262.75,335,2,257,3,1,0.57,1,2374.31,alternative_payment,58
TXN104106,CUST13645,3391.64,credit_card,gateway_error,regular,0,8227.93,216,1,563,4,1,0.745,1,3391.64,smart_retry,54
TXN104107,CUST10663,2870.36,wallet,gateway_error,new,4,4895.92,53,0,37,4,4,0.75,1,2870.36,smart_retry,70
TXN104108,CUST16747,1545.12,net_banking,authentication_failed,regular,1,14250.6,345,2,1677,3,0,0.38,1,1545.12,customer_outreach,63
TXN104109,CUST11643,1686.47,net_banking,insufficient_funds,regular,0,24398.35,4,3,864,4,0,0.34,0,0.0,payment_plan,62
TXN104110,CUST13148,1598.89,wallet,network_error,premium,2,10427.03,180,1,316,3,0,0.785,1,1598.89,smart_retry,69
TXN104111,CUST13757,730.23,debit_card,authentication_failed,premium,3,12214.58,90,4,347,7,1,0.465,0,0.0,customer_outreach,86
TXN104112,CUST14651,1524.35,credit_card,authentication_failed,regular,1,9919.47,168,1,1107,3,3,0.495,1,1524.35,customer_outreach,59
TXN104113,CUST13155,677.16,upi,authentication_failed,regular,1,14999.49,153,0,32,5,3,0.565,1,677.16,customer_outreach,55
TXN104114,CUST14471,1219.44,credit_card,card_declined,new,3,18165.45,284,2,956,4,0,0.325,0,0.0,alternative_payment,73
TXN104115,CUST11897,1169.39,debit_card,expired_card,new,2,12037.28,53,0,1946,3,1,0.58,1,1169.39,alternative_payment,60
TXN104116,CUST14034,2118.79,upi,network_error,premium,3,1538.81,161,1,682,4,0,0.725,1,2118.79,smart_retry,74
TXN104117,CUST17258,1447.36,debit_card,insufficient_funds,new,3,6770.24,272,4,298,6,1,0.28,0,0.0,payment_plan,81
TXN104118,CUST17154,641.3,upi,card_declined,regular,1,5996.89,341,2,1988,6,1,0.42,0,0.0,customer_outreach,63
TXN104119,CUST19118,697.82,credit_card,authentication_failed,new,1,9193.29,269,1,89,5,0,0.48,0,0.0,customer_outreach,59
TXN104120,CUST12091,1381.76,wallet,card_declined,new,1,8672.1,13,2,239,5,1,0.435,0,0.0,alternative_payment,63
TXN104121,CUST14713,4207.41,upi,insufficient_funds,regular,1,13742.82,314,2,1815,4,1,0.37,1,4207.41,payment_plan,63
TXN104122,CUST18364,2138.45,credit_card,network_error,regular,0,10753.31,241,4,869,3,0,0.585,1,2138.45,smart_retry,66
TXN104123,CUST17440,2586.61,upi,network_error,new,1,8767.71,66,4,104,2,1,0.59,0,0.0,smart_retry,71
TXN104124,CUST12871,5140.91,credit_card,network_error,regular,4,3619.77,285,4,487,3,0,0.445,0,0.0,smart_retry,86
TXN104125,CUST10369,2449.75,net_banking,insufficient_funds,new,2,26641.28,255,4,1345,3,0,0.245,0,0.0,payment_plan,76
TXN104126,CUST13724,3923.94,net_banking,authentication_failed,regular,1,3920.05,60,1,229,3,1,0.445,0,0.0,customer_outreach,59
TXN104127,CUST13635,3111.37,wallet,network_error,at_risk,3,2601.82,228,2,1937,2,2,0.445,1,3111.37,smart_retry,73
TXN104128,CUST13924,484.08,net_banking,authentication_failed,regular,1,60838.06,164,2,1161,6,3,0.5,1,484.08,customer_outreach,63
TXN104129,CUST15294,1058.5,upi,gateway_error,new,1,3306.35,304,4,656,4,0,0.595,1,1058.5,smart_retry,71
TXN104130,CUST10341,1294.73,wallet,expired_card,regular,1,8576.46,1,3,1264,2,1,0.45,0,0.0,alternative_payment,67
TXN104131,CUST17043,2399.89,wallet,network_error,premium,0,4579.63,153,2,1860,4,0,0.83,1,2399.89,smart_retry,63
TXN104132,CUST12510,876.88,wallet,authentication_failed,new,0,2965.19,220,0,802,8,2,0.65,0,0.0,customer_outreach,50
TXN104133,CUST11092,1954.37,credit_card,gateway_error,regular,1,10214.12,236,1,508,3,0,0.67,1,1954.37,smart_retry,59
TXN104134,CUST17411,654.32,upi,expired_card,regular,0,9300.06,23,0,847,2,2,0.63,0,0.0,alternative_payment,50
TXN104135,CUST15215,1552.94,debit_card,gateway_error,regular,1,2439.89,115,3,1389,5,1,0.645,1,1552.94,smart_retry,67
TXN104136,CUST19177,1216.42,credit_card,expired_card,regular,4,7337.98,283,0,316,2,0,0.44,0,0.0,alternative_payment,70
TXN104137,CUST15860,759.64,debit_card,network_error,premium,0,8833.5,144,1,1010,4,0,0.87,1,759.64,smart_retry,59
TXN104138,CUST16528,432.13,wallet,authentication_failed,regular,2,3106.12,314,3,635,3,1,0.33,1,432.13,customer_outreach,72
TXN104139,CUST14413,1250.57,upi,gateway_error,new,0,16839.3,256,1,691,3,3,0.81,1,1250.57,smart_retry,54
TXN104140,CUST10149,2663.6,wallet,expired_card,regular,4,8291.01,124,1,1875,1,0,0.385,0,0.0,alternative_payment,74
TXN104141,CUST14104,358.94,debit_card,insufficient_funds,regular,2,6791.22,3,0,590,6,2,0.47,1,358.94,payment_plan,60
TXN104142,CUST17444,417.81,debit_card,expired_card,premium,0,6753.99,170,2,535,1,1,0.66,0,0.0,alternative_payment,63
TXN104143,CUST16526,1094.36,wallet,card_declined,regular,1,10919.7,174,2,969,5,3,0.455,1,1094.36,customer_outreach,63
TXN104144,CUST19583,2886.76,credit_card,gateway_error,regular,1,6539.31,256,4,1686,2,2,0.585,1,2886.76,smart_retry,71
TXN104145,CUST16206,684.59,credit_card,insufficient_funds,regular,2,9162.6,189,3,155,5,0,0.285,0,0.0,payment_plan,72
TXN104146,CUST13488,851.27,debit_card,network_error,premium,2,20483.5,174,4,626,2,2,0.7,0,0.0,smart_retry,81
TXN104147,CUST15879,1775.65,debit_card,insufficient_funds,new,1,5686.18,165,4,1917,3,0,0.28,1,1775.65,payment_plan,71
TXN104148,CUST18607,800.76,net_banking,insufficient_funds,premium,0,8584.31,11,1,1269,2,1,0.565,0,0.0,customer_outreach,59
TXN104149,CUST16427,415.53,debit_card,network_error,regular,1,20622.95,47,3,353,1,1,0.585,1,415.53,smart_retry,67
TXN104150,CUST11625,1825.96,net_banking,expired_card,at_risk,1,3795.42,308,1,1728,9,2,0.51,1,1825.96,alternative_payment,59
TXN104151,CUST12146,785.85,credit_card,expired_card,premium,1,11294.82,238,4,1929,5,2,0.63,1,785.85,alternative_payment,76
TXN104152,CUST12897,4461.66,credit_card,expired_card,regular,0,20819.68,303,1,1872,4,1,0.595,1,4461.66,alternative_payment,54
TXN104153,CUST16653,1411.95,net_banking,authentication_failed,regular,0,2368.17,3,3,483,2,2,0.41,1,1411.95,customer_outreach,62
TXN104154,CUST12067,702.03,upi,card_declined,at_risk,0,4493.15,63,1,1230,3,1,0.3,1,702.03,smart_retry,54
TXN104155,CUST18193,4071.47,credit_card,expired_card,regular,2,6642.83,184,0,408,3,1,0.55,1,4071.47,alternative_payment,60
TXN104156,CUST12477,650.78,credit_card,gateway_error,premium,1,4343.58,300,0,247,3,0,0.86,1,650.78,smart_retry,60
TXN104157,CUST19444,2189.49,debit_card,network_error,regular,0,14565.83,192,4,492,5,5,0.715,1,2189.49,smart_retry,66
TXN104158,CUST18018,1466.34,wallet,gateway_error,premium,1,8308.01,32,0,149,2,0,0.845,1,1466.34,smart_retry,60
TXN104159,CUST10355,1895.73,debit_card,network_error,regular,1,3799.62,175,3,233,4,0,0.605,1,1895.73,smart_retry,67
TXN104160,CUST16173,3500.67,debit_card,insufficient_funds,new,0,3457.24,193,2,1463,7,1,0.48,0,0.0,customer_outreach,58
TXN104161,CUST11048,2777.99,wallet,network_error,regular,1,2502.62,308,2,35,2,0,0.615,1,2777.99,smart_retry,63
TXN104162,CUST17364,246.06,wallet,authentication_failed,new,2,7162.01,74,1,30,6,2,0.51,1,246.06,customer_outreach,64
TXN104163,CUST14680,4476.95,upi,network_error,new,3,5077.16,112,1,1551,1,0,0.6,1,4476.95,smart_retry,69
TXN104164,CUST13839,1799.0,credit_card,gateway_error,regular,2,13151.86,240,3,1906,1,1,0.55,1,1799.0,smart_retry,72
TXN104165,CUST18756,3776.05,credit_card,expired_card,regular,1,18194.73,149,3,1533,0,1,0.42,1,3776.05,alternative_payment,67
TXN104166,CUST14717,1369.72,debit_card,gateway_error,premium,0,2956.31,61,4,635,7,0,0.795,1,1369.72,smart_retry,71
TXN104167,CUST15779,448.17,debit_card,network_error,regular,1,3740.53,54,0,1402,2,1,0.72,0,0.0,smart_retry,55
TXN104168,CUST17395,1341.63,net_banking,gateway_error,at_risk,2,615.54,365,3,726,5,1,0.42,0,0.0,smart_retry,72
TXN104169,CUST10957,1713.05,upi,insufficient_funds,regular,1,8850.54,332,3,167,5,2,0.37,1,1713.05,payment_plan,67
TXN104170,CUST10434,709.62,wallet,insufficient_funds,regular,1,7833.45,359,2,1006,3,2,0.38,1,709.62,payment_plan,63
TXN104171,CUST16664,6077.4,credit_card,network_error,regular,2,9461.71,80,1,533,2,1,0.645,0,0.0,smart_retry,64
TXN104172,CUST11134,401.95,credit_card,gateway_error,regular,1,2010.22,281,3,79,4,2,0.655,0,0.0,smart_retry,67
TXN104173,CUST16330,1284.49,net_banking,network_error,regular,0,7924.32,172,1,307,3,0,0.705,1,1284.49,smart_retry,54
TXN104174,CUST12476,1093.9,debit_card,network_error,regular,3,5153.85,277,2,1229,7,0,0.62,1,1093.9,smart_retry,73
TXN104175,CUST12544,380.28,credit_card,insufficient_funds,regular,2,9616.9,326,4,1505,5,2,0.295,0,0.0,customer_outreach,76
TXN104176,CUST18398,1716.93,upi,gateway_error,regular,0,7281.0,255,0,200,2,1,0.755,1,1716.93,smart_retry,50
TXN104177,CUST14686,1534.2,debit_card,authentication_failed,regular,3,3265.65,12,0,89,1,2,0.41,0,0.0,customer_outreach,65
TXN104178,CUST14011,1500.28,net_banking,expired_card,new,2,954.97,126,4,1570,7,3,0.49,0,0.0,alternative_payment,76
TXN104179,CUST18812,1874.52,wallet,network_error,premium,2,14646.46,125,0,454,4,1,0.865,0,0.0,smart_retry,65
TXN104180,CUST12346,907.25,upi,gateway_error,regular,2,10694.58,338,4,1773,5,0,0.545,1,907.25,smart_retry,76
TXN104181,CUST16227,1646.02,net_banking,authentication_failed,regular,0,14703.43,246,4,1491,2,0,0.32,1,1646.02,customer_outreach,66
TXN104182,CUST14224,629.2,credit_card,gateway_error,regular,0,28833.46,104,3,875,6,1,0.695,1,629.2,smart_retry,62
TXN104183,CUST15611,639.47,wallet,card_declined,new,1,8090.29,175,1,1912,5,0,0.45,1,639.47,alternative_payment,59
TXN104184,CUST12284,604.29,credit_card,card_declined,premium,2,2859.6,141,0,1698,3,0,0.545,1,604.29,customer_outreach,65
TXN104185,CUST16354,402.7,upi,insufficient_funds,new,1,8721.96,202,2,406,4,3,0.45,0,0.0,customer_outreach,63
TXN104186,CUST17292,317.01,debit_card,expired_card,premium,1,6700.13,74,3,404,6,0,0.635,1,317.01,alternative_payment,72
TXN104187,CUST14581,857.48,upi,expired_card,regular,1,30527.94,128,3,1975,6,1,0.51,1,857.48,alternative_payment,67
TXN104188,CUST15987,589.49,net_banking,expired_card,at_risk,2,15030.03,198,4,991,4,0,0.23,1,589.49,alternative_payment,76
TXN104189,CUST16729,474.6,upi,authentication_failed,regular,2,17101.97,151,4,902,6,1,0.335,1,474.6,customer_outreach,76
TXN104190,CUST12617,1141.12,debit_card,expired_card,new,0,16736.04,296,2,1480,4,1,0.585,1,1141.12,alternative_payment,58
TXN104191,CUST16022,707.42,credit_card,card_declined,regular,0,10299.91,321,1,674,2,2,0.46,0,0.0,smart_retry,54
TXN104192,CUST16771,841.95,wallet,insufficient_funds,at_risk,2,4529.85,215,2,814,2,1,0.155,0,0.0,customer_outreach,68
TXN104193,CUST11799,2073.36,debit_card,network_error,premium,1,4036.21,216,1,1567,3,0,0.82,1,2073.36,smart_retry,64
TXN104194,CUST17328,729.14,net_banking,network_error,regular,1,3955.92,306,1,1544,3,0,0.67,1,729.14,smart_retry,59
TXN104195,CUST15235,1550.3,credit_card,authentication_failed,regular,2,2204.66,111,2,1432,1,0,0.315,1,1550.3,customer_outreach,68
TXN104196,CUST14412,780.41,debit_card,card_declined,premium,0,8031.89,57,2,925,5,1,0.59,1,780.41,customer_outreach,63
TXN104197,CUST16082,784.56,credit_card,insufficient_funds,premium,2,12222.13,101,2,1858,7,0,0.505,0,0.0,customer_outreach,73
TXN104198,CUST17560,1944.36,wallet,network_error,at_risk,1,3095.46,359,0,617,3,1,0.585,1,1944.36,smart_retry,55
TXN104199,CUST15650,1202.02,net_banking,network_error,regular,1,13972.79,71,2,268,8,1,0.73,1,1202.02,smart_retry,63
TXN104200,CUST18515,2372.29,upi,network_error,regular,2,3509.03,235,0,446,5,0,0.705,1,2372.29,smart_retry,60
TXN104201,CUST13771,811.97,wallet,authentication_failed,premium,1,16227.03,150,3,1167,5,0,0.52,1,811.97,customer_outreach,72
TXN104202,CUST12359,699.47,debit_card,insufficient_funds,regular,2,3475.01,80,0,1927,6,1,0.445,0,0.0,customer_outreach,60
TXN104203,CUST15188,655.06,credit_card,network_error,at_risk,3,30261.04,250,3,1598,3,1,0.395,1,655.06,smart_retry,77
TXN104204,CUST17295,1255.56,credit_card,gateway_error,regular,3,7098.8,323,1,1404,5,0,0.63,0,0.0,smart_retry,69
TXN104205,CUST12303,1372.98,wallet,gateway_error,regular,1,4088.6,58,0,313,7,2,0.82,0,0.0,smart_retry,55
TXN104206,CUST12482,1583.57,credit_card,card_declined,new,2,6777.77,347,4,628,5,0,0.295,0,0.0,human_escalation,76
TXN104207,CUST18247,1874.5,upi,insufficient_funds,regular,1,6987.67,130,4,446,3,4,0.35,1,1874.5,payment_plan,71
TXN104208,CUST13481,869.88,net_banking,gateway_error,regular,1,8518.28,196,0,1969,1,2,0.73,1,869.88,smart_retry,55
TXN104209,CUST18347,1014.03,debit_card,network_error,regular,2,4451.81,208,3,1512,4,0,0.57,0,0.0,smart_retry,72
TXN104210,CUST11405,673.51,debit_card,gateway_error,premium,2,30859.78,172,2,1272,5,2,0.825,1,673.51,smart_retry,73
TXN104211,CUST14686,897.29,net_banking,authentication_failed,premium,0,6558.91,288,2,1908,2,0,0.55,1,897.29,customer_outreach,63
TXN104212,CUST16869,3295.71,upi,authentication_failed,new,1,2080.07,27,0,1805,7,2,0.6,1,3295.71,customer_outreach,55
TXN104213,CUST13076,643.44,debit_card,expired_card,regular,0,6260.3,48,4,1935,5,0,0.465,1,643.44,alternative_payment,66
TXN104214,CUST13525,791.13,upi,card_declined,new,1,7350.38,1,0,251,2,2,0.495,1,791.13,customer_outreach,55
TXN104215,CUST14780,2083.64,net_banking,card_declined,regular,2,6801.84,272,0,1137,4,0,0.41,1,2083.64,smart_retry,60
TXN104216,CUST13551,1095.52,wallet,network_error,regular,2,22020.36,328,0,615,2,1,0.685,1,1095.52,smart_retry,60
TXN104217,CUST14182,569.79,credit_card,card_declined,regular,3,41017.61,140,1,160,2,1,0.33,0,0.0,customer_outreach,69
TXN104218,CUST16646,3759.11,net_banking,authentication_failed,regular,1,14326.22,352,1,1737,2,1,0.43,0,0.0,customer_outreach,59
TXN104219,CUST15409,638.94,debit_card,authentication_failed,regular,3,8361.67,53,2,1084,5,0,0.34,0,0.0,customer_outreach,73
TXN104220,CUST13559,929.27,net_banking,expired_card,regular,2,3265.24,181,4,132,4,1,0.405,1,929.27,alternative_payment,76
TXN104221,CUST13229,835.75,credit_card,authentication_failed,regular,0,2442.42,53,3,1087,5,0,0.405,0,0.0,customer_outreach,62
TXN104222,CUST15206,1256.88,net_banking,expired_card,regular,2,24182.11,250,3,1154,4,2,0.47,1,1256.88,alternative_payment,72
TXN104223,CUST14296,537.18,credit_card,card_declined,at_risk,4,5276.31,312,0,346,3,1,0.2,0,0.0,human_escalation,70
TXN104224,CUST17579,592.15,credit_card,gateway_error,new,1,13118.11,270,4,1352,3,2,0.63,0,0.0,smart_retry,71
TXN104225,CUST13345,1884.46,net_banking,network_error,premium,1,9882.56,48,0,779,0,1,0.84,1,1884.46,smart_retry,60
TXN104226,CUST18453,923.54,net_banking,gateway_error,at_risk,2,25671.18,265,3,261,4,0,0.42,1,923.54,smart_retry,72
TXN104227,CUST11395,2115.28,wallet,authentication_failed,regular,0,8443.21,198,3,759,3,2,0.425,0,0.0,customer_outreach,62
TXN104228,CUST19488,879.17,wallet,insufficient_funds,regular,1,2759.6,82,3,164,4,0,0.305,1,879.17,customer_outreach,67
TXN104229,CUST10682,5182.71,upi,card_declined,regular,0,8249.63,275,1,797,4,0,0.44,1,5182.71,smart_retry,54
TXN104230,CUST14187,602.15,upi,network_error,regular,1,13025.34,302,2,894,4,1,0.67,1,602.15,smart_retry,63
TXN104231,CUST15360,1004.16,net_banking,network_error,premium,0,2554.97,190,1,776,1,0,0.825,1,1004.16,smart_retry,59
TXN104232,CUST13922,1020.71,debit_card,authentication_failed,regular,1,4426.51,261,1,608,4,0,0.435,1,1020.71,customer_outreach,59
TXN104233,CUST12608,786.83,net_banking,gateway_error,regular,0,3034.74,49,3,1884,3,2,0.675,0,0.0,smart_retry,62
TXN104234,CUST17896,1085.11,upi,authentication_failed,premium,3,14607.84,349,2,1134,6,0,0.505,0,0.0,customer_outreach,78
TXN104235,CUST14385,254.35,net_banking,gateway_error,regular,2,17117.75,310,1,38,3,0,0.635,0,0.0,smart_retry,64
TXN104236,CUST13316,826.27,credit_card,insufficient_funds,new,1,8881.28,175,1,352,5,0,0.43,1,826.27,customer_outreach,59
TXN104237,CUST12928,932.56,net_banking,gateway_error,regular,3,2095.07,287,1,552,3,0,0.6,0,0.0,smart_retry,69
TXN104238,CUST15188,1402.7,credit_card,network_error,regular,2,9459.37,364,0,367,5,0,0.705,0,0.0,smart_retry,60
TXN104239,CUST15241,4233.46,debit_card,authentication_failed,regular,0,2257.63,154,3,248,1,0,0.345,0,0.0,customer_outreach,62
TXN104240,CUST13908,1521.6,credit_card,authentication_failed,regular,0,10798.24,98,0,1126,2,3,0.555,1,1521.6,customer_outreach,50
TXN104241,CUST19245,520.87,net_banking,insufficient_funds,new,2,5048.43,5,3,1597,3,2,0.335,0,0.0,payment_plan,72
TXN104242,CUST19102,882.64,debit_card,gateway_error,new,0,19680.67,241,3,1913,1,1,0.65,1,882.64,smart_retry,62
TXN104243,CUST11899,1358.09,credit_card,authentication_failed,regular,0,28707.41,164,1,1449,4,3,0.545,0,0.0,customer_outreach,54
TXN104244,CUST17876,601.06,wallet,gateway_error,regular,4,3764.22,309,0,47,7,1,0.69,1,601.06,smart_retry,70
TXN104245,CUST17251,204.32,credit_card,insufficient_funds,premium,2,32885.34,73,2,318,0,2,0.45,0,0.0,payment_plan,73
TXN104246,CUST14836,416.48,upi,gateway_error,regular,1,19456.03,348,0,744,4,0,0.725,0,0.0,smart_retry,55
TXN104247,CUST17920,2383.33,net_banking,gateway_error,premium,1,3519.89,317,3,1944,4,1,0.78,1,2383.33,smart_retry,72
TXN104248,CUST11971,1297.78,wallet,authentication_failed,regular,0,28536.87,56,3,777,6,1,0.445,1,1297.78,customer_outreach,62
TXN104249,CUST19992,1252.63,net_banking,expired_card,new,1,2196.65,207,3,862,6,3,0.59,0,0.0,alternative_payment,67
TXN104250,CUST14849,1136.55,credit_card,authentication_failed,regular,0,5593.39,349,3,1103,3,3,0.45,1,1136.55,customer_outreach,62
TXN104251,CUST13842,2201.53,debit_card,expired_card,new,2,40706.64,9,0,1289,4,1,0.595,1,2201.53,alternative_payment,60
TXN104252,CUST16007,1397.63,debit_card,insufficient_funds,at_risk,5,26621.16,145,1,1411,6,1,0.15,0,0.0,customer_outreach,79
TXN104253,CUST15972,2396.02,debit_card,gateway_error,regular,1,3320.02,356,1,290,7,2,0.78,0,0.0,smart_retry,59
TXN104254,CUST11445,2948.06,wallet,card_declined,new,2,22205.96,125,4,1470,2,0,0.25,0,0.0,human_escalation,76
TXN104255,CUST10217,605.91,net_banking,card_declined,regular,0,14138.85,146,3,1405,6,1,0.415,0,0.0,smart_retry,62
TXN104256,CUST16903,1281.95,credit_card,card_declined,regular,0,10980.05,328,4,264,6,1,0.375,1,1281.95,smart_retry,66
TXN104257,CUST15386,3105.32,credit_card,network_error,new,1,25524.6,23,0,842,3,0,0.74,1,3105.32,smart_retry,55
TXN104258,CUST12480,797.57,net_banking,card_declined,premium,1,3128.66,17,1,851,1,0,0.51,0,0.0,customer_outreach,64
TXN104259,CUST15712,1856.56,wallet,authentication_failed,new,0,2815.73,343,2,1759,0,1,0.425,0,0.0,customer_outreach,58
TXN104260,CUST17679,722.67,upi,authentication_failed,regular,0,17486.92,285,1,481,2,0,0.44,0,0.0,customer_outreach,54
TXN104261,CUST15220,934.4,upi,authentication_failed,regular,1,18753.37,106,2,1037,4,1,0.42,1,934.4,customer_outreach,63
TXN104262,CUST11462,640.78,wallet,insufficient_funds,premium,0,30389.64,293,3,996,5,3,0.58,1,640.78,payment_plan,67
TXN104263,CUST14131,986.91,net_banking,insufficient_funds,at_risk,2,4585.62,364,4,1922,3,0,0.065,0,0.0,customer_outreach,76
TXN104264,CUST16346,1342.13,upi,network_error,new,2,9935.87,80,0,1825,4,4,0.82,1,1342.13,smart_retry,60
TXN104265,CUST13402,705.76,credit_card,gateway_error,regular,1,2113.0,337,3,896,5,0,0.62,1,705.76,smart_retry,67
TXN104266,CUST15977,1437.77,debit_card,authentication_failed,premium,2,19372.38,202,4,712,6,2,0.51,1,1437.77,customer_outreach,81
TXN104267,CUST14323,754.43,wallet,insufficient_funds,at_risk,0,7499.65,256,1,624,3,0,0.255,0,0.0,payment_plan,54
TXN104268,CUST10645,2553.68,credit_card,network_error,new,1,9783.14,346,1,72,4,0,0.715,1,2553.68,smart_retry,59
TXN104269,CUST18947,840.2,net_banking,network_error,premium,1,4907.8,156,3,1647,4,0,0.755,1,840.2,smart_retry,72
TXN104270,CUST10286,613.65,upi,card_declined,regular,0,15184.94,287,2,603,4,1,0.425,0,0.0,smart_retry,58
TXN104271,CUST12346,613.92,net_banking,card_declined,regular,0,7630.82,334,1,1524,2,0,0.41,0,0.0,smart_retry,54
TXN104272,CUST13246,1311.25,debit_card,expired_card,new,1,6899.68,336,1,811,7,0,0.61,1,1311.25,alternative_payment,59
TXN104273,CUST19802,324.45,debit_card,card_declined,premium,0,10149.47,30,0,1509,5,1,0.67,0,0.0,customer_outreach,55
TXN104274,CUST10617,1292.05,wallet,card_declined,regular,1,21100.98,305,4,510,3,3,0.345,0,0.0,smart_retry,71
TXN104275,CUST19061,2848.58,net_banking,authentication_failed,premium,2,7860.56,2,2,1778,3,2,0.545,1,2848.58,customer_outreach,73
TXN104276,CUST18711,1255.26,credit_card,insufficient_funds,regular,2,9246.46,119,2,1461,5,0,0.325,0,0.0,customer_outreach,68
TXN104277,CUST11056,1959.5,upi,authentication_failed,new,0,6467.38,308,1,1309,8,1,0.585,1,1959.5,customer_outreach,54
TXN104278,CUST10828,636.15,wallet,network_error,regular,1,1854.78,135,1,1327,0,2,0.635,1,636.15,smart_retry,59
TXN104279,CUST17266,2241.66,net_banking,gateway_error,premium,3,7891.91,214,3,378,7,1,0.755,1,2241.66,smart_retry,82
TXN104280,CUST18745,1213.04,credit_card,authentication_failed,new,1,7150.09,43,1,310,5,0,0.48,1,1213.04,customer_outreach,59
TXN104281,CUST17030,1456.7,wallet,card_declined,regular,1,8233.91,293,2,1627,4,2,0.415,0,0.0,customer_outreach,63
TXN104282,CUST14201,3596.09,net_banking,card_declined,new,3,1402.57,113,0,1726,4,1,0.39,0,0.0,smart_retry,65
TXN104283,CUST10595,2217.92,upi,network_error,regular,1,4680.09,109,1,47,5,1,0.725,0,0.0,smart_retry,59
TXN104284,CUST17088,1585.53,net_banking,insufficient_funds,regular,0,2317.98,317,4,624,5,1,0.34,0,0.0,payment_plan,66
TXN104285,CUST11550,2440.73,wallet,authentication_failed,at_risk,0,10425.27,158,1,1396,1,1,0.3,1,2440.73,customer_outreach,54
TXN104286,CUST16917,765.06,wallet,insufficient_funds,regular,0,8958.43,209,2,1356,4,0,0.38,1,765.06,payment_plan,58
TXN104287,CUST11701,1962.16,net_banking,gateway_error,regular,2,14270.25,354,0,1072,3,2,0.725,1,1962.16,smart_retry,60
TXN104288,CUST18114,680.09,net_banking,gateway_error,new,1,7526.15,65,4,1141,0,3,0.61,0,0.0,smart_retry,71
TXN104289,CUST13551,2140.67,net_banking,insufficient_funds,regular,2,13232.82,270,2,80,4,3,0.385,0,0.0,payment_plan,68
TXN104290,CUST16496,2283.39,debit_card,gateway_error,at_risk,2,7382.25,89,4,355,2,0,0.35,0,0.0,smart_retry,76
TXN104291,CUST13015,250.52,net_banking,gateway_error,regular,1,7967.11,264,4,52,3,0,0.55,1,250.52,smart_retry,71
TXN104292,CUST19336,774.89,debit_card,gateway_error,regular,1,4749.21,44,3,1703,2,1,0.6,0,0.0,smart_retry,67
TXN104293,CUST15322,1136.01,debit_card,insufficient_funds,regular,2,12953.55,329,4,1414,3,3,0.29,0,0.0,payment_plan,76
TXN104294,CUST17598,522.29,upi,authentication_failed,regular,2,31042.06,163,4,1126,5,2,0.345,0,0.0,customer_outreach,76
TXN104295,CUST11739,1799.83,debit_card,expired_card,regular,0,22215.53,245,3,982,4,1,0.515,0,0.0,alternative_payment,62
TXN104296,CUST12495,1081.81,net_banking,expired_card,at_risk,0,33024.06,254,3,636,5,1,0.38,1,1081.81,alternative_payment,62
TXN104297,CUST10408,2318.57,wallet,insufficient_funds,at_risk,0,31219.56,190,4,80,3,1,0.16,0,0.0,customer_outreach,66
TXN104298,CUST10480,2855.68,credit_card,network_error,at_risk,1,4072.58,149,0,1613,6,1,0.63,0,0.0,smart_retry,55
TXN104299,CUST17222,1241.6,credit_card,gateway_error,regular,0,9240.54,283,4,415,6,2,0.68,1,1241.6,smart_retry,66
TXN104300,CUST19366,576.95,credit_card,insufficient_funds,regular,1,16226.01,181,3,748,1,2,0.31,0,0.0,payment_plan,67
