transaction_id,transaction_amount,payment_method,failure_type,customer_segment,failure_category,severity_score,risk_score,risk_level,priority,initial_handling,recovery_probability,ai_strategy,expected_revenue,strategy_cost,expected_net_value,strategy_reason,message_subject,message_body,message_tone,generation_method,actual_recovered,actual_recovered_revenue
TXN104107,2870.36,wallet,gateway_error,new,technical,51,40,MEDIUM,HIGH,smart_retry,0.6329,smart_retry,2088.88,5,2083.88,Retry the payment using optimized timing.,Your payment could not be completed,"Welcome,

We noticed that your recent payment of
₹2,870.36 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,2870.36
TXN104108,1545.12,net_banking,authentication_failed,regular,authentication_issue,80,26,LOW,HIGH,customer_outreach,0.4677,customer_outreach,890.95,15,875.95,Send personalized payment recovery communication.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹1,545.12 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1545.12
TXN104109,1686.47,net_banking,insufficient_funds,regular,funding_issue,74,24,LOW,HIGH,payment_plan,0.4108,smart_retry,901.38,5,896.38,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹1,686.47 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104110,1598.89,wallet,network_error,premium,technical,46,18,LOW,MEDIUM,smart_retry,0.6341,smart_retry,1164.73,5,1159.73,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹1,598.89 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,1598.89
TXN104111,730.23,debit_card,authentication_failed,premium,authentication_issue,99,52,MEDIUM,URGENT,customer_outreach,0.4737,customer_outreach,447.06,15,432.06,Send personalized payment recovery communication.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹730.23 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,0,0.0
TXN104112,1524.35,credit_card,authentication_failed,regular,authentication_issue,77,18,LOW,HIGH,customer_outreach,0.6504,customer_outreach,1046.07,15,1031.07,Send personalized payment recovery communication.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹1,524.35 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1524.35
TXN104113,677.16,upi,authentication_failed,regular,authentication_issue,74,10,LOW,HIGH,customer_outreach,0.6957,smart_retry,477.68,5,472.68,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹677.16 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,677.16
TXN104114,1219.44,credit_card,card_declined,new,payment_decline,78,46,MEDIUM,HIGH,alternative_payment,0.2992,smart_retry,570.11,5,565.11,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹1,219.44 could not be completed.

Your card issuer declined the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104115,1169.39,debit_card,expired_card,new,payment_method_issue,63,20,LOW,HIGH,customer_outreach,0.5328,alternative_payment,762.07,10,752.07,Ask the customer to use another payment method.,Update your payment method to continue,"Welcome,

We noticed that your recent payment of
₹1,169.39 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,1169.39
TXN104116,2118.79,upi,network_error,premium,technical,50,28,LOW,MEDIUM,smart_retry,0.6351,smart_retry,1544.73,5,1539.73,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹2,118.79 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,2118.79
TXN104117,1447.36,debit_card,insufficient_funds,new,funding_issue,89,62,MEDIUM,URGENT,payment_plan,0.2436,smart_retry,628.39,5,623.39,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹1,447.36 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104118,641.3,upi,card_declined,regular,payment_decline,70,26,LOW,HIGH,alternative_payment,0.4398,smart_retry,353.92,5,348.92,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹641.30 could not be completed.

Your card issuer declined the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104119,697.82,credit_card,authentication_failed,new,authentication_issue,77,18,LOW,HIGH,customer_outreach,0.531,smart_retry,423.3,5,418.3,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹697.82 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104120,1381.76,wallet,card_declined,new,payment_decline,70,26,LOW,HIGH,alternative_payment,0.3894,smart_retry,720.78,5,715.78,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹1,381.76 could not be completed.

Your card issuer declined the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104121,4207.41,upi,insufficient_funds,regular,funding_issue,75,26,LOW,HIGH,payment_plan,0.4312,smart_retry,2300.28,5,2295.28,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹4,207.41 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,4207.41
TXN104122,2138.45,credit_card,network_error,regular,technical,42,32,LOW,MEDIUM,smart_retry,0.5404,smart_retry,1437.55,5,1432.55,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹2,138.45 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,2138.45
TXN104123,2586.61,upi,network_error,new,technical,46,42,MEDIUM,MEDIUM,smart_retry,0.4873,smart_retry,1656.41,5,1651.41,Retry the payment using optimized timing.,Your payment could not be completed,"Welcome,

We noticed that your recent payment of
₹2,586.61 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104124,5140.91,credit_card,network_error,regular,technical,58,72,HIGH,HIGH,smart_retry,0.347,smart_retry,2859.37,5,2854.37,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹5,140.91 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104125,2449.75,net_banking,insufficient_funds,new,funding_issue,85,52,MEDIUM,URGENT,payment_plan,0.2557,smart_retry,1081.37,5,1076.37,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹2,449.75 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104126,3923.94,net_banking,authentication_failed,regular,authentication_issue,77,18,LOW,HIGH,customer_outreach,0.562,customer_outreach,2484.64,15,2469.64,Send personalized payment recovery communication.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹3,923.94 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104127,3111.37,wallet,network_error,at_risk,technical,48,76,HIGH,HIGH,smart_retry,0.323,smart_retry,1685.74,5,1680.74,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹3,111.37 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","empathetic, supportive and non-aggressive",template,1,3111.37
TXN104128,484.08,net_banking,authentication_failed,regular,authentication_issue,80,26,LOW,HIGH,customer_outreach,0.6684,smart_retry,333.55,5,328.55,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹484.08 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,484.08
TXN104129,1058.5,upi,gateway_error,new,technical,51,42,MEDIUM,HIGH,smart_retry,0.4443,smart_retry,650.53,5,645.53,Retry the payment using optimized timing.,Your payment could not be completed,"Welcome,

We noticed that your recent payment of
₹1,058.50 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,1058.5
TXN104130,1294.73,wallet,expired_card,regular,payment_method_issue,68,34,LOW,HIGH,customer_outreach,0.4048,alternative_payment,744.31,10,734.31,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹1,294.73 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104131,2399.89,wallet,network_error,premium,technical,41,6,LOW,MEDIUM,smart_retry,0.7104,smart_retry,1858.09,5,1853.09,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹2,399.89 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,2399.89
TXN104132,876.88,wallet,authentication_failed,new,authentication_issue,70,0,LOW,MEDIUM,customer_outreach,0.6921,smart_retry,616.67,5,611.67,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹876.88 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104133,1954.37,credit_card,gateway_error,regular,technical,42,18,LOW,MEDIUM,smart_retry,0.6143,smart_retry,1400.46,5,1395.46,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹1,954.37 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1954.37
TXN104134,654.32,upi,expired_card,regular,payment_method_issue,55,0,LOW,MEDIUM,customer_outreach,0.6573,alternative_payment,475.28,10,465.28,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹654.32 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104135,1552.94,debit_card,gateway_error,regular,technical,48,34,LOW,MEDIUM,smart_retry,0.5696,smart_retry,1071.16,5,1066.16,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹1,552.94 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1552.94
TXN104136,1216.42,credit_card,expired_card,regular,payment_method_issue,71,40,MEDIUM,HIGH,customer_outreach,0.3851,alternative_payment,684.92,10,674.92,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹1,216.42 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104137,759.64,debit_card,network_error,premium,technical,38,0,LOW,LOW,smart_retry,0.7563,smart_retry,609.06,5,604.06,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹759.64 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,759.64
TXN104138,432.13,wallet,authentication_failed,regular,authentication_issue,87,44,MEDIUM,HIGH,customer_outreach,0.3468,smart_retry,214.37,5,209.37,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹432.13 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,432.13
TXN104139,1250.57,upi,gateway_error,new,technical,38,8,LOW,MEDIUM,smart_retry,0.7388,smart_retry,989.55,5,984.55,Retry the payment using optimized timing.,Your payment could not be completed,"Welcome,

We noticed that your recent payment of
₹1,250.57 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,1250.57
TXN104140,2663.6,wallet,expired_card,regular,payment_method_issue,74,48,MEDIUM,HIGH,customer_outreach,0.306,alternative_payment,1373.35,10,1363.35,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹2,663.60 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104141,358.94,debit_card,insufficient_funds,regular,funding_issue,73,20,LOW,HIGH,payment_plan,0.5207,smart_retry,215.51,5,210.51,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹358.94 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,358.94
TXN104142,417.81,debit_card,expired_card,premium,payment_method_issue,66,6,LOW,MEDIUM,customer_outreach,0.6063,alternative_payment,290.7,10,280.7,Ask the customer to use another payment method.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹417.81 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,0,0.0
TXN104143,1094.36,wallet,card_declined,regular,payment_decline,70,26,LOW,HIGH,alternative_payment,0.4779,smart_retry,628.97,5,623.97,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹1,094.36 could not be completed.

Your card issuer declined the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1094.36
TXN104144,2886.76,credit_card,gateway_error,regular,technical,51,42,MEDIUM,HIGH,smart_retry,0.5574,smart_retry,1970.04,5,1965.04,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹2,886.76 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,2886.76
TXN104145,684.59,credit_card,insufficient_funds,regular,funding_issue,82,44,MEDIUM,HIGH,payment_plan,0.3128,smart_retry,325.65,5,320.65,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹684.59 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN104146,851.27,debit_card,network_error,premium,technical,55,42,MEDIUM,HIGH,smart_retry,0.5972,smart_retry,601.27,5,596.27,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹851.27 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,0,0.0
TXN104147,1775.65,debit_card,insufficient_funds,new,funding_issue,81,42,MEDIUM,HIGH,payment_plan,0.2726,smart_retry,801.81,5,796.81,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹1,775.65 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,1775.65
TXN104148,800.76,net_banking,insufficient_funds,premium,funding_issue,73,0,LOW,MEDIUM,payment_plan,0.6221,smart_retry,529.51,5,524.51,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹800.76 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,0,0.0
TXN104149,415.53,debit_card,network_error,regular,technical,43,34,LOW,MEDIUM,smart_retry,0.5202,smart_retry,274.3,5,269.3,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹415.53 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,415.53
TXN104150,1825.96,net_banking,expired_card,at_risk,payment_method_issue,62,48,MEDIUM,HIGH,customer_outreach,0.4905,alternative_payment,1143.6,10,1133.6,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹1,825.96 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","empathetic, supportive and non-aggressive",template,1,1825.96
TXN104151,785.85,credit_card,expired_card,premium,payment_method_issue,76,32,LOW,HIGH,customer_outreach,0.6169,alternative_payment,551.78,10,541.78,Ask the customer to use another payment method.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹785.85 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,785.85
TXN104152,4461.66,credit_card,expired_card,regular,payment_method_issue,58,8,LOW,MEDIUM,customer_outreach,0.646,alternative_payment,3210.61,10,3200.61,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹4,461.66 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,4461.66
TXN104153,1411.95,net_banking,authentication_failed,regular,authentication_issue,79,24,LOW,HIGH,customer_outreach,0.5383,customer_outreach,873.97,15,858.97,Send personalized payment recovery communication.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹1,411.95 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1411.95
TXN104154,702.03,upi,card_declined,at_risk,payment_decline,63,38,LOW,HIGH,alternative_payment,0.319,smart_retry,336.55,5,331.55,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹702.03 could not be completed.

Your card issuer declined the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","empathetic, supportive and non-aggressive",template,1,702.03
TXN104155,4071.47,credit_card,expired_card,regular,payment_method_issue,63,20,LOW,HIGH,customer_outreach,0.5604,alternative_payment,2720.72,10,2710.72,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹4,071.47 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,4071.47
TXN104156,650.78,credit_card,gateway_error,premium,technical,44,0,LOW,MEDIUM,smart_retry,0.7445,smart_retry,517.17,5,512.17,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹650.78 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,650.78
TXN104157,2189.49,debit_card,network_error,regular,technical,42,32,LOW,MEDIUM,smart_retry,0.7295,smart_retry,1720.28,5,1715.28,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹2,189.49 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,2189.49
TXN104158,1466.34,wallet,gateway_error,premium,technical,44,0,LOW,MEDIUM,smart_retry,0.7028,smart_retry,1128.61,5,1123.61,Retry the payment using optimized timing.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹1,466.34 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,1466.34
TXN104159,1895.73,debit_card,network_error,regular,technical,43,34,LOW,MEDIUM,smart_retry,0.5085,smart_retry,1238.1,5,1233.1,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹1,895.73 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1895.73
TXN104160,3500.67,debit_card,insufficient_funds,new,funding_issue,71,16,LOW,HIGH,payment_plan,0.5015,smart_retry,2061.54,5,2056.54,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹3,500.67 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN104161,2777.99,wallet,network_error,regular,technical,40,26,LOW,MEDIUM,smart_retry,0.4927,smart_retry,1787.97,5,1782.97,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹2,777.99 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,2777.99
TXN104162,246.06,wallet,authentication_failed,new,authentication_issue,81,28,LOW,HIGH,customer_outreach,0.531,smart_retry,149.26,5,144.26,Retry the payment using optimized timing.,Action needed to complete your payment,"Welcome,

We noticed that your recent payment of
₹246.06 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,246.06
TXN104163,4476.95,upi,network_error,new,technical,45,38,LOW,MEDIUM,smart_retry,0.4886,smart_retry,2870.44,5,2865.44,Retry the payment using optimized timing.,Your payment could not be completed,"Welcome,

We noticed that your recent payment of
₹4,476.95 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,1,4476.95
TXN104164,1799.0,credit_card,gateway_error,regular,technical,52,44,MEDIUM,HIGH,smart_retry,0.5005,smart_retry,1166.29,5,1161.29,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹1,799.00 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1799.0
